"전출지별","전입지별","성별","연령별","항목","단위","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년",
"전국","세종특별자치시","계","40 - 44세","순이동자수","명","1034","3769","6059","2857","3464","2830",
"전국","세종특별자치시","계","45 - 49세","이동자수","명","1712","3967","5675","4656","6026","6329",
"전국","세종특별자치시","계","45 - 49세","순이동자수","명","620","2228","3492","2177","2543","2158",
"전국","세종특별자치시","계","50 - 54세","이동자수","명","1616","3099","4434","3629","4367","4607",
"전국","세종특별자치시","계","50 - 54세","순이동자수","명","580","1673","2699","1702","1926","1697",
"전국","세종특별자치시","계","55 - 59세","이동자수","명","1098","2202","3542","3122","4042","4291",
"전국","세종특별자치시","계","55 - 59세","순이동자수","명","363","1146","2133","1383","1728","1594",
"전국","세종특별자치시","계","60 - 64세","이동자수","명","694","1317","2340","2161","2749","3186",
"전국","세종특별자치시","계","60 - 64세","순이동자수","명","227","653","1353","958","1125","1213",
"전국","세종특별자치시","계","65 - 69세","이동자수","명","498","922","1458","1278","1602","1760",
"전국","세종특별자치시","계","65 - 69세","순이동자수","명","130","457","817","568","601","605",
"전국","세종특별자치시","계","70 - 74세","이동자수","명","413","726","992","801","972","1004",
"전국","세종특별자치시","계","70 - 74세","순이동자수","명","55","329","512","261","359","288",
"전국","세종특별자치시","계","75 - 79세","이동자수","명","320","519","644","553","707","786",
"전국","세종특별자치시","계","75 - 79세","순이동자수","명","48","250","307","166","272","212",
"전국","세종특별자치시","계","80세이상","이동자수","명","364","587","789","680","935","938",
"전국","세종특별자치시","계","80세이상","순이동자수","명","41","241","364","224","328","241",
"전국","경기도","계","계","이동자수","명","1895434","1891775","1993080","1958593","1888324","2041715",
"전국","경기도","계","계","순이동자수","명","74131","57396","94768","133617","116162","170094",
"전국","경기도","계","0 - 4세","이동자수","명","128869","125523","127740","121359","112279","122730",
"전국","경기도","계","0 - 4세","순이동자수","명","7738","6136","8245","11981","11306","16134",
"전국","경기도","계","5 - 9세","이동자수","명","95164","90897","93508","88825","86029","95855",
"전국","경기도","계","5 - 9세","순이동자수","명","1714","323","1183","3997","4564","7750",
"전국","경기도","계","10 - 14세","이동자수","명","88693","80728","80063","70183","65252","71763",
"전국","경기도","계","10 - 14세","순이동자수","명","489","-791","538","1742","1472","3738",
"전국","경기도","계","15 - 19세","이동자수","명","110676","106715","109400","103770","95880","94861",
"전국","경기도","계","15 - 19세","순이동자수","명","1778","634","1819","4017","2551","3598",
"전국","경기도","계","20 - 24세","이동자수","명","132011","137572","151600","153549","146900","153930",
"전국","경기도","계","20 - 24세","순이동자수","명","6453","5358","7658","10920","7281","8802",
"전국","경기도","계","25 - 29세","이동자수","명","190659","187358","195923","198586","203372","227898",
"전국","경기도","계","25 - 29세","순이동자수","명","12976","11103","12969","15566","13275","16593",
"전국","경기도","계","30 - 34세","이동자수","명","257510","255694","251435","234629","218720","229082",
"전국","경기도","계","30 - 34세","순이동자수","명","17673","14764","17556","20843","18145","24365",
"전국","경기도","계","35 - 39세","이동자수","명","195038","191185","202733","203723","202275","229242",
"전국","경기도","계","35 - 39세","순이동자수","명","8255","6264","11108","15890","16316","25214",
"전국","경기도","계","40 - 44세","이동자수","명","173029","169808","175909","164241","153640","164478",
"전국","경기도","계","40 - 44세","순이동자수","명","1859","1175","4048","7855","7167","13152",
"전국","경기도","계","45 - 49세","이동자수","명","134466","138502","149951","149645","146529","156310",
"전국","경기도","계","45 - 49세","순이동자수","명","775","-173","2128","5686","5058","9431",
"전국","경기도","계","50 - 54세","이동자수","명","122671","123468","132487","128668","121986","129098",
"전국","경기도","계","50 - 54세","순이동자수","명","1943","868","3184","5717","4762","7443",
"전국","경기도","계","55 - 59세","이동자수","명","86235","95060","108740","116082","112773","121560",
"전국","경기도","계","55 - 59세","순이동자수","명","3230","2848","5772","7482","5741","8486",
"전국","경기도","계","60 - 64세","이동자수","명","54990","58692","70508","77645","78979","88405",
"전국","경기도","계","60 - 64세","순이동자수","명","2777","2498","5406","6773","5625","8006",
"전국","경기도","계","65 - 69세","이동자수","명","40961","43574","48384","50490","48974","53022",
"전국","경기도","계","65 - 69세","순이동자수","명","2229","2330","4745","5589","4617","5674",
"전국","경기도","계","70 - 74세","이동자수","명","34286","34788","37114","36638","34934","37070",
"전국","경기도","계","70 - 74세","순이동자수","명","1716","1842","3510","3641","3171","4002",
"전국","경기도","계","75 - 79세","이동자수","명","23944","24955","26915","27914","27207","30063",
"전국","경기도","계","75 - 79세","순이동자수","명","1185","1113","2246","2774","2437","3453",
"전국","경기도","계","80세이상","이동자수","명","26232","27256","30670","32646","32595","36348",
"전국","경기도","계","80세이상","순이동자수","명","1341","1104","2653","3144","2674","4253",
"전국","강원도","계","계","이동자수","명","217917","228369","227125","223484","211653","216398",
"전국","강원도","계","계","순이동자수","명","2986","2085","4773","1892","2035","-3854",
"전국","강원도","계","0 - 4세","이동자수","명","12924","13636","12417","11691","10522","10728",
"전국","강원도","계","0 - 4세","순이동자수","명","304","608","386","315","216","205",
"전국","강원도","계","5 - 9세","이동자수","명","12278","12387","11588","11338","10483","11001",
"전국","강원도","계","5 - 9세","순이동자수","명","144","153","285","299","8","22",
"전국","강원도","계","10 - 14세","이동자수","명","10788","10550","9846","9001","7914","8337",
"전국","강원도","계","10 - 14세","순이동자수","명","-208","-266","-77","-135","-242","-224",
"전국","강원도","계","15 - 19세","이동자수","명","15288","15596","14557","13619","12258","11693",
"전국","강원도","계","15 - 19세","순이동자수","명","1109","930","410","238","132","-8",
"전국","강원도","계","20 - 24세","이동자수","명","19216","20499","22772","20678","20512","19271",
"전국","강원도","계","20 - 24세","순이동자수","명","-1072","-1547","-419","-2741","-1849","-3381",
"전국","강원도","계","25 - 29세","이동자수","명","20739","21105","22014","21830","21912","22872",
"전국","강원도","계","25 - 29세","순이동자수","명","-2398","-2539","-2012","-2683","-2599","-3859",
"전국","강원도","계","30 - 34세","이동자수","명","23924","24475","23270","22316","20083","19900",
"전국","강원도","계","30 - 34세","순이동자수","명","-75","-205","185","193","-89","-737",
"전국","강원도","계","35 - 39세","이동자수","명","19527","20097","19568","19676","18915","20067",
"전국","강원도","계","35 - 39세","순이동자수","명","471","588","675","583","435","262",
"전국","강원도","계","40 - 44세","이동자수","명","18504","19381","18897","17945","16032","16145",
"전국","강원도","계","40 - 44세","순이동자수","명","314","279","583","447","265","34",
"전국","강원도","계","45 - 49세","이동자수","명","15369","16794","17095","17414","16384","16376",
"전국","강원도","계","45 - 49세","순이동자수","명","679","695","610","812","775","300",
"전국","강원도","계","50 - 54세","이동자수","명","15060","16092","16055","15783","14568","14962",
"전국","강원도","계","50 - 54세","순이동자수","명","1098","904","1182","1312","1179","745",
"전국","강원도","계","55 - 59세","이동자수","명","11204","13103","14146","15175","14762","15455",
"전국","강원도","계","55 - 59세","순이동자수","명","1031","1048","1328","1533","1640","1243",
"전국","강원도","계","60 - 64세","이동자수","명","6855","7609","8604","9922","10326","11524",
"전국","강원도","계","60 - 64세","순이동자수","명","753","751","904","1131","1217","1041",
"전국","강원도","계","65 - 69세","이동자수","명","5030","5334","5227","5468","5504","6009",
"전국","강원도","계","65 - 69세","순이동자수","명","511","462","521","497","505","531",
"전국","강원도","계","70 - 74세","이동자수","명","4252","4508","4174","4317","3955","4086",
"전국","강원도","계","70 - 74세","순이동자수","명","201","198","249","262","268","172",
"전국","강원도","계","75 - 79세","이동자수","명","3162","3323","3095","3266","3356","3503",
"전국","강원도","계","75 - 79세","순이동자수","명","96","49","-7","-59","148","-36",
"전국","강원도","계","80세이상","이동자수","명","3797","3880","3800","4045","4167","4469",
"전국","강원도","계","80세이상","순이동자수","명","28","-23","-30","-112","26","-164",
"전국","충청북도","계","계","이동자수","명","215973","215944","214626","202679","197177","218886",
"전국","충청북도","계","계","순이동자수","명","3113","2367","1438","5011","2262","5149",
"전국","충청북도","계","0 - 4세","이동자수","명","13673","13313","12925","11399","10623","12480",
"전국","충청북도","계","0 - 4세","순이동자수","명","-15","-116","-316","44","-250","-8",
"전국","충청북도","계","5 - 9세","이동자수","명","11123","10997","10439","9518","9292","10923",
"전국","충청북도","계","5 - 9세","순이동자수","명","-80","-233","-328","166","-185","128",
"전국","충청북도","계","10 - 14세","이동자수","명","10338","9456","8373","7193","6874","7685",
