"행정구역별(시도)","성별","연령별","항목","단위","2015 년","2016 년","2017 년","2018 년",
"전국","남자","75세 이상","1989년이전","","475","436","296","237",
"전국","남자","75세 이상","미상","","","38","26","20",
"전국","여자","합계","외국인 - 계","","575049","598291","633584","705920",
"전국","여자","합계","2018","","","","","148999",
"전국","여자","합계","2017","","","","118552","121122",
"전국","여자","합계","2016","","","111519","107421","91111",
"전국","여자","합계","2015","","101368","92366","80308","58622",
"전국","여자","합계","2014","","114781","97040","69440","58490",
"전국","여자","합계","2013","","82422","62015","53119","40798",
"전국","여자","합계","2012","","52137","44169","34935","31164",
"전국","여자","합계","2011","","52210","41501","35803","32665",
"전국","여자","합계","2010","","42333","35819","32433","29943",
"전국","여자","합계","2005~2009","","88417","76985","69218","64652",
"전국","여자","합계","2000~2004","","22687","18477","14929","14113",
"전국","여자","합계","1990~1999","","13550","12027","10986","7866",
"전국","여자","합계","1989년이전","","5144","3788","3690","2960",
"전국","여자","합계","미상","","","2585","2750","3415",
"전국","여자","0~4세","외국인 - 계","","11388","12632","13324","15834",
"전국","여자","0~4세","2018","","","","","5467",
"전국","여자","0~4세","2017","","","","4379","3761",
"전국","여자","0~4세","2016","","","4487","3383","2563",
"전국","여자","0~4세","2015","","3597","2877","2122","1560",
"전국","여자","0~4세","2014","","3440","2215","1397","1025",
"전국","여자","0~4세","2013","","2122","1290","788","X",
"전국","여자","0~4세","2012","","1252","745","X","X",
"전국","여자","0~4세","2011","","891","X","X","X",
"전국","여자","0~4세","2010","","51","X","X","X",
"전국","여자","0~4세","2005~2009","","X","X","X","X",
"전국","여자","0~4세","2000~2004","","X","X","X","X",
"전국","여자","0~4세","1990~1999","","X","X","X","X",
"전국","여자","0~4세","1989년이전","","34","X","X","X",
"전국","여자","0~4세","미상","","","1018","1255","1458",
"전국","여자","5~9세","외국인 - 계","","7218","8414","7351","9263",
"전국","여자","5~9세","2018","","","","","1957",
"전국","여자","5~9세","2017","","","","1296","1407",
"전국","여자","5~9세","2016","","","1282","1286","1227",
"전국","여자","5~9세","2015","","1011","1117","980","933",
"전국","여자","5~9세","2014","","1166","1032","822","820",
"전국","여자","5~9세","2013","","897","861","724","1166",
"전국","여자","5~9세","2012","","675","687","918","735",
"전국","여자","5~9세","2011","","1384","1841","520","400",
"전국","여자","5~9세","2010","","848","665","294","223",
"전국","여자","5~9세","2005~2009","","1222","736","310","134",
"전국","여자","5~9세","2000~2004","","X","X","X","X",
"전국","여자","5~9세","1990~1999","","X","X","X","X",
"전국","여자","5~9세","1989년이전","","15","X","X","X",
"전국","여자","5~9세","미상","","","193","201","261",
"전국","여자","10~14세","외국인 - 계","","4564","5094","4313","5876",
"전국","여자","10~14세","2018","","","","","1415",
"전국","여자","10~14세","2017","","","","883","970",
"전국","여자","10~14세","2016","","","875","916","856",
"전국","여자","10~14세","2015","","718","696","600","616",
"전국","여자","10~14세","2014","","668","544","430","464",
"전국","여자","10~14세","2013","","437","384","328","333",
"전국","여자","10~14세","2012","","356","317","252","267",
"전국","여자","10~14세","2011","","498","512","227","269",
"전국","여자","10~14세","2010","","246","250","121","126",
"전국","여자","10~14세","2005~2009","","864","929","401","450",
"전국","여자","10~14세","2000~2004","","769","514","84","34",
"전국","여자","10~14세","1990~1999","","X","X","X","X",
"전국","여자","10~14세","1989년이전","","8","X","X","X",
"전국","여자","10~14세","미상","","","73","71","76",
"전국","여자","15~19세","외국인 - 계","","12573","14738","16421","19526",
"전국","여자","15~19세","2018","","","","","11315",
"전국","여자","15~19세","2017","","","","9095","4748",
"전국","여자","15~19세","2016","","","7988","4427","1298",
"전국","여자","15~19세","2015","","6104","2933","1051","584",
"전국","여자","15~19세","2014","","2810","948","508","404",
"전국","여자","15~19세","2013","","765","444","326","269",
"전국","여자","15~19세","2012","","478","318","242","203",
"전국","여자","15~19세","2011","","417","338","166","127",
"전국","여자","15~19세","2010","","182","141","75","77",
"전국","여자","15~19세","2005~2009","","536","471","187","179",
"전국","여자","15~19세","2000~2004","","619","709","179","169",
"전국","여자","15~19세","1990~1999","","646","381","119","40",
"전국","여자","15~19세","1989년이전","","16","X","X","X",
"전국","여자","15~19세","미상","","","67","46","113",
"전국","여자","20~24세","외국인 - 계","","66253","70177","75697","87597",
"전국","여자","20~24세","2018","","","","","33177",
"전국","여자","20~24세","2017","","","","26960","21432",
"전국","여자","20~24세","2016","","","26523","19323","15125",
"전국","여자","20~24세","2015","","23376","15791","12042","8456",
"전국","여자","20~24세","2014","","15259","11070","8003","4950",
"전국","여자","20~24세","2013","","10790","7513","5048","2314",
"전국","여자","20~24세","2012","","7230","4632","2364","842",
"전국","여자","20~24세","2011","","4812","2405","825","269",
"전국","여자","20~24세","2010","","2491","830","187","91",
"전국","여자","20~24세","2005~2009","","1062","332","189","157",
"전국","여자","20~24세","2000~2004","","251","235","136","128",
"전국","여자","20~24세","1990~1999","","897","660","479","337",
"전국","여자","20~24세","1989년이전","","85","X","X","X",
"전국","여자","20~24세","미상","","","186","141","319",
"전국","여자","25~29세","외국인 - 계","","90391","90469","93125","98488",
"전국","여자","25~29세","2018","","","","","22011",
"전국","여자","25~29세","2017","","","","16590","17846",
"전국","여자","25~29세","2016","","","16361","16623","14094",
"전국","여자","25~29세","2015","","15434","15188","13535","11071",
"전국","여자","25~29세","2014","","16528","13888","11741","9294",
"전국","여자","25~29세","2013","","15222","12489","10551","7844",
"전국","여자","25~29세","2012","","11407","9423","7332","5709",
"전국","여자","25~29세","2011","","9913","7226","5908","4083",
"전국","여자","25~29세","2010","","7466","5958","4494","2959",
"전국","여자","25~29세","2005~2009","","13449","9140","5651","2906",
"전국","여자","25~29세","2000~2004","","245","140","102","105",
"전국","여자","25~29세","1990~1999","","269","307","313","283",
"전국","여자","25~29세","1989년이전","","458","198","131","57",
"전국","여자","25~29세","미상","","","151","154","226",
"전국","여자","30~34세","외국인 - 계","","68685","75274","84152","95967",
"전국","여자","30~34세","2018","","","","","16341",
"전국","여자","30~34세","2017","","","","12026","14547",
"전국","여자","30~34세","2016","","","11061","12768","11169",
"전국","여자","30~34세","2015","","9062","10417","9567","8109",
"전국","여자","30~34세","2014","","11272","9899","8666","8131",
"전국","여자","30~34세","2013","","9873","8664","8667","7871",
"전국","여자","30~34세","2012","","7625","7441","6690","6581",
"전국","여자","30~34세","2011","","7831","6944","6750","6371",
"전국","여자","30~34세","2010","","6025","5720","5490","4998",
"전국","여자","30~34세","2005~2009","","14774","13443","12263","10927",
"전국","여자","30~34세","2000~2004","","1513","1017","604","383",
"전국","여자","30~34세","1990~1999","","115","108","113","66",
"전국","여자","30~34세","1989년이전","","595","418","399","297",
"전국","여자","30~34세","미상","","","142","149","176",
"전국","여자","35~39세","외국인 - 계","","48195","51586","59001","70116",
"전국","여자","35~39세","2018","","","","","12476",
"전국","여자","35~39세","2017","","","","8144","10325",
"전국","여자","35~39세","2016","","","7088","8452","7642",
"전국","여자","35~39세","2015","","5857","6729","6371","5210",
"전국","여자","35~39세","2014","","8507","7289","5954","5387",
"전국","여자","35~39세","2013","","6401","5035","4872","4281",
"전국","여자","35~39세","2012","","4374","4074","3815","3935",
"전국","여자","35~39세","2011","","4288","3817","4078","4100",
"전국","여자","35~39세","2010","","3837","3677","3846","3850",
"전국","여자","35~39세","2005~2009","","11071","10625","10704","10645",
"전국","여자","35~39세","2000~2004","","3055","2557","2127","1713",
"전국","여자","35~39세","1990~1999","","384","252","148","76",
"전국","여자","35~39세","1989년이전","","421","327","375","332",
"전국","여자","35~39세","미상","","","116","115","144",
"전국","여자","40~44세","외국인 - 계","","46565","45509","46570","52363",
"전국","여자","40~44세","2018","","","","","9339",
"전국","여자","40~44세","2017","","","","6778","8245",
"전국","여자","40~44세","2016","","","6337","7102","6150",
"전국","여자","40~44세","2015","","5846","6047","5095","3524",
"전국","여자","40~44세","2014","","8781","7077","4814","4123",
"전국","여자","40~44세","2013","","6337","4200","3494","2778",
"전국","여자","40~44세","2012","","3522","2871","2400","2220",
"전국","여자","40~44세","2011","","3542","2902","2569","2556",
"전국","여자","40~44세","2010","","3396","2871","2641","2539",
"전국","여자","40~44세","2005~2009","","9952","8807","7972","7698",
"전국","여자","40~44세","2000~2004","","3423","3029","2644","2554",
"전국","여자","40~44세","1990~1999","","1423","1045","747","331",
"전국","여자","40~44세","1989년이전","","343","253","248","213",
"전국","여자","40~44세","미상","","","70","66","93",
"전국","여자","45~49세","외국인 - 계","","55273","55312","57592","60221",
"전국","여자","45~49세","2018","","","","","9495",
"전국","여자","45~49세","2017","","","","8037","9440",
"전국","여자","45~49세","2016","","","7146","8409","7431",
"전국","여자","45~49세","2015","","6880","7407","6927","4241",
"전국","여자","45~49세","2014","","11143","9832","6058","4985",
"전국","여자","45~49세","2013","","8725","5809","4698","3310",
"전국","여자","45~49세","2012","","4120","3420","2768","2544",
"전국","여자","45~49세","2011","","4173","3436","3242","2991",
"전국","여자","45~49세","2010","","4017","3472","3323","3058",
"전국","여자","45~49세","2005~2009","","9919","9203","8981","8558",
"전국","여자","45~49세","2000~2004","","3204","2802","2698","2580",
"전국","여자","45~49세","1990~1999","","2765","2448","2081","1296",
"전국","여자","45~49세","1989년이전","","327","242","275","205",
"전국","여자","45~49세","미상","","","95","95","87",
